Country,Gender,Age,Time,Start Time
RUS,M,35,215.65,23.516666666666666
GER,M,45,215.65,21.9
MEX,M,35,215.65,1.9666666666666666
GER,M,30,215.66666666666666,30.8
GER,M,45,215.66666666666666,4.0
NED,M,35,215.7,2.8833333333333333
GER,M,45,215.7,20.55
FRA,M,60,215.71666666666667,20.533333333333335
GER,M,30,215.71666666666667,45.43333333333333
NOR,M,40,215.71666666666667,1.85
POL,M,40,215.71666666666667,20.8
GBR,M,50,215.73333333333332,3.316666666666667
CHI,M,35,215.73333333333332,20.966666666666665
FRA,M,35,215.73333333333332,24.6
DEN,M,45,215.75,2.783333333333333
GER,M,45,215.75,5.35
GER,M,55,215.75,3.533333333333333
GER,M,35,215.75,20.2
SUI,M,45,215.75,2.7333333333333334
GBR,M,45,215.76666666666668,23.633333333333333
GER,M,40,215.76666666666668,9.883333333333333
GBR,M,50,215.76666666666668,5.2
GER,M,50,215.76666666666668,20.833333333333332
GER,M,50,215.76666666666668,3.25
GER,M,30,215.78333333333333,5.133333333333334
POR,M,35,215.78333333333333,22.0
GER,M,55,215.78333333333333,3.5166666666666666
SLO,M,45,215.78333333333333,3.783333333333333
USA,M,35,215.8,3.05
GER,M,35,215.8,4.366666666666666
FRA,M,40,215.8,25.6
FRA,M,30,215.8,2.3
GER,M,50,215.8,4.516666666666667
CHN,M,60,215.81666666666666,50.833333333333336
GER,M,35,215.81666666666666,5.75
GER,M,35,215.81666666666666,25.05
GER,M,35,215.81666666666666,23.066666666666666
GER,M,40,215.83333333333334,20.666666666666668
FRA,M,45,215.83333333333334,22.133333333333333
ITA,M,40,215.85,20.25
CHN,M,40,215.86666666666667,6.533333333333333
ITA,M,30,215.86666666666667,2.566666666666667
GER,M,50,215.86666666666667,4.133333333333334
MEX,M,40,215.86666666666667,50.43333333333333
GER,M,50,215.88333333333333,4.816666666666666
GER,M,30,215.88333333333333,24.883333333333333
SUI,M,45,215.88333333333333,1.3666666666666667
POL,M,35,215.9,6.383333333333334
GER,M,30,215.9,21.166666666666668
CRO,M,50,215.9,4.616666666666666
GER,M,55,215.9,4.416666666666667
GER,M,30,215.9,23.85
GER,M,35,215.9,20.183333333333334
GBR,M,30,215.9,26.8
GER,M,65,215.91666666666666,23.583333333333332
FRA,M,40,215.91666666666666,23.733333333333334
NED,M,35,215.91666666666666,6.133333333333334
GER,M,45,215.91666666666666,1.5833333333333333
GER,M,50,215.93333333333334,0.2833333333333333
GBR,M,35,215.93333333333334,21.366666666666667
GBR,M,60,215.93333333333334,5.55
GER,M,30,215.93333333333334,20.3
MEX,M,30,215.95,0.7833333333333333
GBR,M,40,215.95,20.233333333333334
BRA,M,60,215.95,3.683333333333333
SUI,M,30,215.96666666666667,47.7
FRA,M,45,215.96666666666667,5.216666666666667
GER,M,40,215.96666666666667,22.616666666666667
GER,M,30,215.96666666666667,21.15
JPN,M,65,215.96666666666667,1.7166666666666666
USA,M,30,215.98333333333332,28.033333333333335
ITA,M,40,215.98333333333332,2.7666666666666666
HKG,M,40,215.98333333333332,24.983333333333334
NED,M,35,215.98333333333332,4.633333333333334
DEN,M,50,215.98333333333332,3.6
AUS,M,45,216.0,20.1
MEX,M,30,216.0,6.333333333333333
DEN,M,30,216.01666666666668,23.1
GER,M,40,216.01666666666668,21.116666666666667
RSA,M,30,216.01666666666668,46.95
GER,M,30,216.01666666666668,22.083333333333332
NED,M,40,216.01666666666668,1.7166666666666666
GER,M,40,216.01666666666668,20.583333333333332
SUI,M,40,216.03333333333333,22.3
GER,M,55,216.05,21.283333333333335
FIN,M,35,216.05,3.8666666666666667
CRC,M,30,216.05,22.016666666666666
GER,M,45,216.05,4.75
GER,M,35,216.06666666666666,7.716666666666667
GER,M,30,216.06666666666666,6.683333333333334
GER,M,60,216.06666666666666,2.433333333333333
GER,M,45,216.08333333333334,3.9166666666666665
GER,M,30,216.08333333333334,22.333333333333332
GER,M,50,216.08333333333334,22.55
GER,M,35,216.08333333333334,20.65
FRA,M,45,216.1,5.083333333333333
NOR,M,55,216.1,1.55
GER,M,40,216.1,27.3
DEN,M,45,216.1,2.6
USA,M,45,216.11666666666667,1.75
GER,M,30,216.11666666666667,20.833333333333332
USA,M,45,216.11666666666667,20.533333333333335
ESP,M,30,216.11666666666667,0.7833333333333333
USA,M,30,216.11666666666667,4.75
GBR,M,35,216.11666666666667,23.583333333333332
COL,M,35,216.13333333333333,1.1
GER,M,45,216.15,2.85
ESP,M,40,216.15,0.65
FRA,M,55,216.16666666666666,22.216666666666665
GER,M,35,216.18333333333334,20.516666666666666
USA,M,50,216.18333333333334,4.3
GER,M,50,216.2,24.033333333333335
GER,M,45,216.2,23.983333333333334
GER,M,30,216.2,46.61666666666667
GER,M,50,216.2,20.583333333333332
COL,M,35,216.2,23.133333333333333
ESP,M,30,216.2,3.75
DEN,M,60,216.21666666666667,20.85
COL,M,40,216.21666666666667,4.85
AUT,M,45,216.21666666666667,1.5
GER,M,35,216.23333333333332,48.983333333333334
FRA,M,35,216.23333333333332,22.066666666666666
THA,M,40,216.23333333333332,20.916666666666668
GBR,M,35,216.25,25.983333333333334
GER,M,30,216.25,1.4833333333333334
THA,M,45,216.25,20.9
GER,M,50,216.25,21.466666666666665
GBR,M,45,216.25,0.9666666666666667
GER,M,35,216.26666666666668,5.8
GER,M,50,216.28333333333333,2.5166666666666666
GER,M,50,216.28333333333333,4.65
GER,M,30,216.28333333333333,48.666666666666664
GER,M,45,216.28333333333333,4.033333333333333
BRA,M,35,216.28333333333333,23.133333333333333
UKR,M,40,216.28333333333333,23.4
MEX,M,45,216.3,3.066666666666667
BRA,M,55,216.3,24.5
GER,M,50,216.31666666666666,3.85
GER,M,50,216.31666666666666,4.3
GER,M,40,216.33333333333334,20.05
GER,M,30,216.33333333333334,2.8666666666666667
USA,M,45,216.33333333333334,5.45
GER,M,50,216.33333333333334,21.45
GER,M,45,216.35,3.8333333333333335
GER,M,45,216.35,23.733333333333334
JPN,M,40,216.35,20.45
DEN,M,55,216.35,2.05
NOR,M,45,216.36666666666667,6.266666666666667
GBR,M,30,216.36666666666667,47.0
SUI,M,35,216.38333333333333,2.716666666666667
GER,M,45,216.38333333333333,6.25
HUN,M,35,216.4,3.0
GER,M,35,216.4,6.366666666666666
FRA,M,45,216.4,21.9
USA,M,50,216.4,22.533333333333335
GBR,M,35,216.4,4.566666666666666
IRL,M,40,216.4,20.75
GBR,M,35,216.41666666666666,45.78333333333333
GER,M,35,216.41666666666666,2.466666666666667
DEN,M,40,216.41666666666666,3.6333333333333333
GER,M,30,216.41666666666666,24.8
GER,M,50,216.41666666666666,6.433333333333334
POL,M,45,216.41666666666666,20.35
SWE,M,50,216.41666666666666,5.983333333333333
GER,M,50,216.43333333333334,6.0
GER,M,50,216.43333333333334,24.1
GER,M,45,216.43333333333334,21.75
GER,M,50,216.43333333333334,6.483333333333333
POL,M,30,216.45,5.033333333333333
GER,M,30,216.45,21.216666666666665
GER,M,50,216.46666666666667,3.9833333333333334
GER,M,40,216.46666666666667,3.2
GER,M,50,216.46666666666667,20.466666666666665
COL,M,50,216.48333333333332,5.366666666666666
BRA,M,55,216.48333333333332,25.3
FRA,M,35,216.48333333333332,45.28333333333333
GER,M,30,216.48333333333332,20.716666666666665
FRA,M,50,216.5,21.35
BRA,M,35,216.5,23.383333333333333
GER,M,40,216.51666666666668,6.183333333333334
ITA,M,45,216.51666666666668,22.55
FRA,M,40,216.51666666666668,21.016666666666666
GER,M,40,216.51666666666668,22.016666666666666
GER,M,40,216.51666666666668,20.066666666666666
GER,M,40,216.53333333333333,20.133333333333333
GER,M,50,216.53333333333333,22.633333333333333
GER,M,40,216.53333333333333,22.85
DEN,M,55,216.55,2.066666666666667
IRL,M,40,216.55,1.0333333333333334
VEN,M,50,216.55,21.65
GER,M,40,216.55,25.783333333333335
USA,M,55,216.55,6.016666666666667
USA,M,30,216.56666666666666,27.716666666666665
GER,M,45,216.56666666666666,45.43333333333333
GER,M,35,216.58333333333334,5.633333333333334
FRA,M,45,216.58333333333334,2.5833333333333335
GER,M,45,216.58333333333334,4.35
GER,M,45,216.58333333333334,3.8333333333333335
GER,M,40,216.58333333333334,2.8
RUS,M,35,216.58333333333334,30.216666666666665
MEX,M,45,216.6,0.55
GER,M,45,216.6,22.25
GER,M,30,216.6,5.65
GER,M,40,216.6,20.066666666666666
ISL,M,65,216.6,3.816666666666667
GER,M,30,216.61666666666667,21.1
GER,M,30,216.61666666666667,21.7
GER,M,55,216.61666666666667,22.2
GER,M,55,216.63333333333333,27.333333333333332
GER,M,40,216.63333333333333,2.1666666666666665
NED,M,30,216.65,24.9
GER,M,35,216.65,48.05
GER,M,50,216.65,3.8666666666666667
GER,M,35,216.66666666666666,24.533333333333335
GER,M,40,216.66666666666666,48.53333333333333
GER,M,30,216.66666666666666,24.533333333333335
GER,M,45,216.66666666666666,5.316666666666666
FIN,M,30,216.66666666666666,3.6166666666666667
GER,M,40,216.66666666666666,22.8
ISR,M,35,216.66666666666666,20.233333333333334
BRA,M,35,216.68333333333334,21.166666666666668
NOR,M,50,216.68333333333334,22.066666666666666
MEX,M,45,216.68333333333334,3.3333333333333335
GER,M,45,216.68333333333334,5.083333333333333
GBR,M,45,216.68333333333334,20.816666666666666
NED,M,35,216.7,3.9166666666666665
NOR,M,40,216.71666666666667,23.133333333333333
GER,M,45,216.71666666666667,21.133333333333333
GER,M,40,216.71666666666667,22.216666666666665
MEX,M,45,216.73333333333332,21.033333333333335
GER,M,35,216.73333333333332,5.983333333333333
GER,M,35,216.73333333333332,5.866666666666666
SUI,M,50,216.73333333333332,23.533333333333335
GER,M,35,216.73333333333332,45.6
GER,M,30,216.73333333333332,25.916666666666668
NED,M,35,216.73333333333332,4.6
GER,M,55,216.75,1.25
ESP,M,40,216.75,23.016666666666666
NED,M,40,216.75,20.8
BRA,M,30,216.75,26.35
GER,M,30,216.76666666666668,5.883333333333334
GBR,M,30,216.76666666666668,20.8
DEN,M,40,216.76666666666668,3.316666666666667
GER,M,35,216.78333333333333,23.316666666666666
SWE,M,55,216.78333333333333,20.533333333333335
BEL,M,40,216.78333333333333,0.21666666666666667
TPE,M,30,216.78333333333333,21.933333333333334
GER,M,50,216.8,50.13333333333333
ITA,M,40,216.8,2.7666666666666666
GER,M,35,216.8,4.0
FRA,M,55,216.8,3.5
GER,M,35,216.81666666666666,24.783333333333335
USA,M,60,216.81666666666666,21.333333333333332
GER,M,40,216.81666666666666,5.483333333333333
GER,M,40,216.81666666666666,22.2
JPN,M,40,216.81666666666666,21.85
FRA,M,50,216.83333333333334,20.733333333333334
GBR,M,45,216.83333333333334,22.583333333333332
GER,M,50,216.83333333333334,2.8833333333333333
BRA,M,50,216.83333333333334,0.8166666666666667
ITA,M,65,216.85,20.05
GER,M,40,216.85,20.783333333333335
NED,M,50,216.85,0.31666666666666665
GER,M,30,216.86666666666667,29.433333333333334
AUT,M,30,216.86666666666667,21.916666666666668
GER,M,45,216.86666666666667,5.416666666666667
GRE,M,40,216.86666666666667,6.1
GER,M,40,216.88333333333333,3.1333333333333333
GER,M,45,216.9,24.333333333333332
GER,M,50,216.9,5.716666666666667
GER,M,45,216.9,20.633333333333333
USA,M,40,216.91666666666666,3.6333333333333333
ITA,M,35,216.91666666666666,1.35
CHI,M,50,216.91666666666666,6.35
GER,M,55,216.91666666666666,4.983333333333333
GER,M,30,216.93333333333334,22.433333333333334
GER,M,30,216.93333333333334,28.9
BRA,M,40,216.93333333333334,1.8666666666666667
ESP,M,40,216.93333333333334,24.183333333333334
NOR,M,45,216.93333333333334,4.233333333333333
GER,M,40,216.93333333333334,3.283333333333333
ESP,M,35,216.93333333333334,3.0833333333333335
GER,M,45,216.95,1.7666666666666666
SUI,M,30,216.95,24.733333333333334
MEX,M,35,216.95,2.7333333333333334
GER,M,50,216.95,2.716666666666667
ESP,M,35,216.96666666666667,1.8833333333333333
HKG,M,50,216.96666666666667,21.35
SUI,M,45,216.96666666666667,20.7
GER,M,30,216.96666666666667,21.0
NED,M,55,217.0,1.1
GER,M,30,217.0,22.8
IRL,M,45,217.0,20.7
GER,M,55,217.0,3.783333333333333
DEN,M,40,217.0,20.766666666666666
GER,M,40,217.01666666666668,22.9
GER,M,45,217.01666666666668,47.016666666666666
NED,M,50,217.01666666666668,22.366666666666667
GER,M,40,217.01666666666668,4.5
IRL,M,45,217.03333333333333,21.616666666666667
GBR,M,35,217.03333333333333,21.466666666666665
DEN,M,50,217.03333333333333,5.633333333333334
GER,M,30,217.05,20.216666666666665
CHN,M,35,217.05,21.5
GBR,M,30,217.05,4.183333333333334
DEN,M,40,217.05,20.85
USA,M,45,217.05,20.7
CRC,M,30,217.05,4.866666666666666
GER,M,35,217.06666666666666,24.35
GER,M,45,217.06666666666666,21.666666666666668
CHI,M,40,217.06666666666666,2.85
ITA,M,50,217.06666666666666,22.016666666666666
GER,M,50,217.06666666666666,21.8
CYP,M,30,217.06666666666666,5.4
ESP,M,35,217.06666666666666,25.0
CHN,M,40,217.06666666666666,4.1
IRL,M,45,217.08333333333334,6.566666666666666
BRA,M,35,217.08333333333334,3.6333333333333333
DEN,M,35,217.08333333333334,3.5833333333333335
GER,M,45,217.08333333333334,20.15
FRA,M,45,217.1,4.85
GER,M,50,217.1,45.2
GER,M,45,217.1,21.083333333333332
DEN,M,45,217.11666666666667,5.833333333333333
COL,M,35,217.11666666666667,23.283333333333335
BEL,M,35,217.11666666666667,4.95
USA,M,50,217.13333333333333,22.333333333333332
GER,M,40,217.13333333333333,5.133333333333334
GER,M,35,217.15,45.416666666666664
GER,M,70,217.15,2.1333333333333333
SUI,M,35,217.15,6.283333333333333
SWE,M,35,217.15,52.016666666666666
GER,M,35,217.15,5.7
GER,M,30,217.16666666666666,23.016666666666666
SWE,M,50,217.16666666666666,22.733333333333334
FRA,M,45,217.16666666666666,2.2
ARG,M,35,217.16666666666666,47.46666666666667
GER,M,50,217.16666666666666,3.683333333333333
GER,M,50,217.16666666666666,21.35
DEN,M,35,217.18333333333334,6.083333333333333
GER,M,50,217.18333333333334,4.05
GER,M,45,217.2,3.3666666666666667
GER,M,35,217.21666666666667,20.85
CHN,M,45,217.21666666666667,3.15
GER,M,45,217.21666666666667,23.666666666666668
CHN,M,45,217.23333333333332,22.516666666666666
ESP,M,45,217.23333333333332,2.9166666666666665
SWE,M,40,217.23333333333332,20.483333333333334
GER,M,35,217.23333333333332,23.85
FIN,M,35,217.25,20.95
GER,M,45,217.25,5.083333333333333
GER,M,35,217.25,21.6
SUI,M,65,217.26666666666668,27.9
ESP,M,55,217.26666666666668,25.0
SWE,M,55,217.26666666666668,22.466666666666665
GER,M,30,217.26666666666668,6.7
GER,M,50,217.26666666666668,25.883333333333333
GER,M,40,217.28333333333333,24.216666666666665
GER,M,35,217.28333333333333,25.9
DEN,M,35,217.28333333333333,45.7
AUS,M,55,217.28333333333333,25.65
FRA,M,40,217.28333333333333,3.9833333333333334
GER,M,35,217.28333333333333,21.3
GER,M,45,217.28333333333333,5.333333333333333
DEN,M,45,217.28333333333333,3.6666666666666665
RUS,M,30,217.28333333333333,4.483333333333333
SVK,M,30,217.28333333333333,22.966666666666665
JPN,M,50,217.3,4.516666666666667
NED,M,40,217.3,2.966666666666667
GBR,M,35,217.3,2.65
GER,M,45,217.3,21.1
USA,M,35,217.3,27.3
GER,M,35,217.31666666666666,22.283333333333335
ESP,M,40,217.33333333333334,3.716666666666667
IRL,M,30,217.33333333333334,5.266666666666667
GER,M,45,217.33333333333334,6.95
RSA,M,40,217.35,20.116666666666667
GER,M,45,217.35,3.1
GER,M,35,217.35,27.45
COL,M,40,217.35,21.65
DEN,M,40,217.35,3.6
GER,M,55,217.35,22.783333333333335
GER,M,30,217.36666666666667,50.1
UKR,M,45,217.36666666666667,22.55
GER,M,50,217.36666666666667,5.783333333333333
GER,M,45,217.38333333333333,25.6
GBR,M,35,217.38333333333333,4.333333333333333
GER,M,50,217.4,26.416666666666668
GBR,M,35,217.4,4.783333333333333
GER,M,45,217.4,20.616666666666667
ITA,M,50,217.4,20.133333333333333
GER,M,50,217.4,4.766666666666667
GER,M,50,217.43333333333334,5.1
FRA,M,70,217.43333333333334,20.983333333333334
DEN,M,40,217.43333333333334,2.9
FRA,M,50,217.43333333333334,1.5833333333333333
GER,M,35,217.45,20.2
GER,M,35,217.45,22.083333333333332
GER,M,30,217.45,5.0
GER,M,35,217.45,6.133333333333334
IRL,M,35,217.46666666666667,1.3833333333333333
GER,M,45,217.46666666666667,5.716666666666667
SUI,M,45,217.46666666666667,23.85
GER,M,50,217.46666666666667,5.0
GER,M,30,217.48333333333332,26.233333333333334
ESP,M,45,217.48333333333332,4.533333333333333
ESP,M,50,217.5,4.516666666666667
GER,M,45,217.5,25.1
CHN,M,40,217.5,2.4
GER,M,55,217.5,22.766666666666666
POL,M,45,217.51666666666668,2.8333333333333335
AUS,M,50,217.51666666666668,20.9
CHN,M,50,217.51666666666668,5.566666666666666
GER,M,45,217.51666666666668,1.8833333333333333
USA,M,60,217.51666666666668,6.75
GER,M,35,217.51666666666668,54.25
GER,M,50,217.53333333333333,22.883333333333333
GER,M,35,217.53333333333333,22.833333333333332
FRA,M,35,217.53333333333333,4.483333333333333
GER,M,35,217.55,52.88333333333333
GER,M,35,217.55,3.2333333333333334
CHN,M,35,217.55,20.05
GER,M,40,217.55,46.46666666666667
GER,M,45,217.55,20.416666666666668
CHN,M,40,217.56666666666666,0.7166666666666667
NED,M,45,217.56666666666666,20.433333333333334
GER,M,45,217.56666666666666,3.433333333333333
GER,M,50,217.56666666666666,20.483333333333334
DEN,M,45,217.58333333333334,6.516666666666667
GER,M,35,217.58333333333334,1.6666666666666667
GER,M,30,217.58333333333334,1.6666666666666667
GER,M,35,217.58333333333334,1.6666666666666667
GER,M,30,217.6,1.65
GER,M,50,217.6,4.816666666666666
GER,M,35,217.6,6.25
ISR,M,35,217.6,2.05
GER,M,55,217.61666666666667,4.066666666666666
GER,M,60,217.61666666666667,5.133333333333334
GER,M,45,217.61666666666667,20.816666666666666
GER,M,45,217.63333333333333,45.266666666666666
CAN,M,55,217.63333333333333,2.2333333333333334
AUT,M,30,217.63333333333333,52.35
GER,M,45,217.63333333333333,2.466666666666667
GER,M,35,217.63333333333333,20.366666666666667
BRA,M,35,217.63333333333333,27.966666666666665
DEN,M,40,217.65,24.233333333333334
GER,M,45,217.65,26.866666666666667
GER,M,30,217.65,5.85
ITA,M,45,217.65,20.133333333333333
NOR,M,40,217.65,23.933333333333334
GER,M,55,217.66666666666666,3.6166666666666667
DEN,M,55,217.66666666666666,20.933333333333334
GER,M,50,217.66666666666666,2.35
DEN,M,40,217.66666666666666,22.416666666666668
AUS,M,35,217.68333333333334,20.566666666666666
SWE,M,45,217.68333333333334,3.033333333333333
GER,M,35,217.68333333333334,23.083333333333332
GBR,M,35,217.68333333333334,2.4166666666666665
GER,M,45,217.7,23.583333333333332
ESP,M,40,217.7,4.85
GER,M,45,217.71666666666667,3.1166666666666667
GER,M,45,217.71666666666667,25.933333333333334
GER,M,45,217.71666666666667,21.283333333333335
GER,M,35,217.73333333333332,46.5
GER,M,35,217.73333333333332,20.983333333333334
SWE,M,35,217.73333333333332,49.05
GER,M,30,217.73333333333332,22.05
GER,M,35,217.75,20.75
GER,M,40,217.75,3.5833333333333335
GER,M,30,217.75,23.733333333333334
FRA,M,60,217.76666666666668,5.683333333333334
GBR,M,35,217.76666666666668,20.75
GER,M,45,217.76666666666668,20.116666666666667
SUI,M,45,217.76666666666668,7.983333333333333
AUT,M,50,217.76666666666668,2.8333333333333335
GER,M,35,217.78333333333333,45.53333333333333
GER,M,45,217.78333333333333,6.483333333333333
GER,M,55,217.78333333333333,3.3833333333333333
GER,M,45,217.8,2.45
GER,M,45,217.8,21.133333333333333
ESP,M,40,217.81666666666666,4.4
DEN,M,40,217.81666666666666,24.566666666666666
SWE,M,55,217.81666666666666,20.633333333333333
GER,M,50,217.81666666666666,24.6
GBR,M,40,217.81666666666666,23.5
GER,M,35,217.81666666666666,4.333333333333333
AUT,M,35,217.83333333333334,26.25
CHN,M,40,217.83333333333334,21.516666666666666
USA,M,35,217.83333333333334,22.966666666666665
GBR,M,35,217.83333333333334,6.183333333333334
NED,M,35,217.85,22.416666666666668
DEN,M,40,217.85,3.6666666666666665
GER,M,35,217.85,45.55
GER,M,50,217.85,6.3
GBR,M,45,217.85,20.2
USA,M,30,217.85,6.1
KOR,M,30,217.85,4.416666666666667
GER,M,30,217.85,23.983333333333334
DEN,M,45,217.85,24.966666666666665
GER,M,35,217.86666666666667,4.216666666666667
GER,M,35,217.86666666666667,24.933333333333334
AUT,M,30,217.86666666666667,26.233333333333334
IRL,M,40,217.86666666666667,3.1333333333333333
NED,M,30,217.86666666666667,6.05
NOR,M,45,217.88333333333333,5.366666666666666
GER,M,35,217.88333333333333,2.8333333333333335
GBR,M,50,217.88333333333333,2.966666666666667
GER,M,40,217.88333333333333,4.85
GER,M,45,217.88333333333333,4.0
GER,M,55,217.88333333333333,3.566666666666667
GER,M,55,217.88333333333333,5.65
FRA,M,30,217.9,22.6
GER,M,30,217.9,5.666666666666667
GER,M,45,217.9,2.7666666666666666
GRE,M,50,217.9,2.216666666666667
GER,M,55,217.9,5.633333333333334
FRA,M,30,217.9,21.666666666666668
GER,M,35,217.91666666666666,46.15
GER,M,40,217.91666666666666,21.95
GER,M,45,217.91666666666666,3.716666666666667
ISR,M,40,217.93333333333334,5.05
FRA,M,30,217.93333333333334,20.95
CAN,M,45,217.93333333333334,2.9
GER,M,35,217.95,20.416666666666668
NED,M,35,217.95,20.266666666666666
MEX,M,45,217.95,4.8
ESP,M,45,217.96666666666667,5.783333333333333
RSA,M,30,217.96666666666667,1.5166666666666666
GER,M,35,217.98333333333332,4.2
GER,M,40,217.98333333333332,46.25
BRA,M,30,217.98333333333332,24.75
GBR,M,30,217.98333333333332,28.216666666666665
DEN,M,45,217.98333333333332,21.083333333333332
GER,M,35,217.98333333333332,45.233333333333334
NOR,M,45,218.0,1.6166666666666667
DEN,M,30,218.0,5.6
BRA,M,50,218.0,23.766666666666666
TPE,M,30,218.0,20.1
GER,M,35,218.0,20.766666666666666
BIH,M,40,218.0,22.966666666666665
DEN,M,55,218.01666666666668,3.1666666666666665
GER,M,35,218.01666666666668,54.68333333333333
GER,M,40,218.01666666666668,22.033333333333335
IRL,M,50,218.01666666666668,5.333333333333333
FRA,M,40,218.01666666666668,21.0
NOR,M,50,218.03333333333333,3.3666666666666667
POL,M,45,218.03333333333333,6.216666666666667
GER,M,50,218.03333333333333,4.916666666666667
LTU,M,40,218.03333333333333,23.25
FRA,M,50,218.05,2.316666666666667
GER,M,50,218.05,54.38333333333333
NED,M,50,218.05,0.7166666666666667
GER,M,35,218.05,30.266666666666666
GER,M,55,218.06666666666666,23.233333333333334
GER,M,45,218.06666666666666,20.383333333333333
GER,M,50,218.06666666666666,5.283333333333333
GBR,M,30,218.08333333333334,49.083333333333336
GUA,M,30,218.08333333333334,5.733333333333333
DEN,M,40,218.08333333333334,21.133333333333333
GER,M,55,218.1,3.8333333333333335
GER,M,40,218.1,22.3
BRA,M,35,218.1,22.766666666666666
DEN,M,35,218.1,21.15
USA,M,30,218.11666666666667,2.7
GBR,M,55,218.11666666666667,3.0166666666666666
AUS,M,50,218.11666666666667,21.0
ITA,M,40,218.11666666666667,20.2
GER,M,45,218.11666666666667,23.833333333333332
FRA,M,35,218.11666666666667,21.016666666666666
DEN,M,50,218.13333333333333,21.25
USA,M,55,218.13333333333333,5.983333333333333
POL,M,40,218.13333333333333,0.38333333333333336
CRC,M,40,218.13333333333333,20.4
GER,M,35,218.13333333333333,20.7
ETH,M,35,218.13333333333333,1.1833333333333333
CHN,M,30,218.13333333333333,28.15
LAT,M,40,218.15,20.733333333333334
AUS,M,50,218.15,1.3
GER,M,35,218.15,21.883333333333333
BEL,M,30,218.16666666666666,0.6833333333333333
GER,M,40,218.16666666666666,22.766666666666666
GER,M,55,218.18333333333334,2.433333333333333
DEN,M,40,218.2,2.4166666666666665
GER,M,45,218.21666666666667,1.85
GBR,M,35,218.21666666666667,24.3
USA,M,30,218.21666666666667,24.3
GER,M,35,218.23333333333332,26.866666666666667
USA,M,50,218.23333333333332,4.633333333333334
FRA,M,50,218.23333333333332,5.133333333333334
GBR,M,50,218.23333333333332,4.466666666666667
CHN,M,35,218.23333333333332,20.05
USA,M,35,218.25,22.9
FRA,M,45,218.25,5.083333333333333
GER,M,45,218.25,21.216666666666665
GER,M,45,218.25,21.8
RUS,M,30,218.26666666666668,5.65
NED,M,45,218.26666666666668,20.383333333333333
GER,M,50,218.26666666666668,2.9833333333333334
GER,M,35,218.26666666666668,20.366666666666667
DEN,M,40,218.26666666666668,23.283333333333335
ITA,M,50,218.26666666666668,29.133333333333333
GER,M,30,218.26666666666668,23.116666666666667
GER,M,50,218.28333333333333,6.883333333333334
GBR,M,60,218.28333333333333,22.366666666666667
GER,M,55,218.28333333333333,5.916666666666667
GER,M,35,218.3,45.833333333333336
GER,M,50,218.3,20.55
MEX,M,30,218.3,4.766666666666667
ITA,M,40,218.3,20.433333333333334
ESP,M,35,218.3,3.933333333333333
GER,M,55,218.31666666666666,5.5
FIN,M,50,218.31666666666666,4.683333333333334
GER,M,55,218.31666666666666,22.6
RUS,M,35,218.33333333333334,20.516666666666666
JPN,M,55,218.33333333333334,4.95
GER,M,40,218.33333333333334,49.61666666666667
CAN,M,40,218.35,47.583333333333336
FRA,M,40,218.35,2.9833333333333334
DEN,M,45,218.36666666666667,21.566666666666666
BRA,M,35,218.36666666666667,49.75
SVK,M,40,218.36666666666667,22.183333333333334
GER,M,30,218.36666666666667,5.7
SUI,M,45,218.36666666666667,3.0166666666666666
GER,M,40,218.38333333333333,45.2
MKD,M,55,218.38333333333333,0.85
GER,M,50,218.38333333333333,20.483333333333334
GER,M,45,218.38333333333333,21.016666666666666
SUI,M,50,218.4,3.05
IRL,M,30,218.4,3.933333333333333
GER,M,55,218.41666666666666,5.9
HKG,M,30,218.41666666666666,22.716666666666665
GER,M,35,218.41666666666666,30.75
SUI,M,30,218.43333333333334,24.65
COL,M,45,218.43333333333334,22.866666666666667
NED,M,50,218.43333333333334,21.416666666666668
NED,M,40,218.45,22.266666666666666
POL,M,35,218.45,6.05
GER,M,45,218.45,20.416666666666668
SUI,M,40,218.45,3.1
CHN,M,45,218.46666666666667,21.683333333333334
GER,M,35,218.46666666666667,23.85
GER,M,30,218.46666666666667,23.833333333333332
FRA,M,30,218.46666666666667,20.816666666666666
FRA,M,50,218.48333333333332,20.466666666666665
GER,M,45,218.48333333333332,5.233333333333333
GER,M,40,218.48333333333332,20.916666666666668
FRA,M,30,218.48333333333332,6.616666666666666
GER,M,45,218.48333333333332,21.366666666666667
GER,M,45,218.5,2.933333333333333
KOR,M,55,218.5,3.283333333333333
GBR,M,40,218.5,5.65
GER,M,55,218.5,24.4
BRA,M,35,218.5,22.016666666666666
ESP,M,40,218.5,3.066666666666667
DEN,M,45,218.5,5.4
GER,M,30,218.5,45.083333333333336
GBR,M,45,218.51666666666668,22.716666666666665
GER,M,50,218.51666666666668,20.25
GER,M,35,218.51666666666668,1.3833333333333333
CAN,M,35,218.51666666666668,3.966666666666667
ESP,M,35,218.51666666666668,23.016666666666666
GER,M,50,218.53333333333333,1.6333333333333333
NED,M,45,218.53333333333333,20.383333333333333
GBR,M,30,218.53333333333333,47.166666666666664
SWE,M,40,218.53333333333333,2.533333333333333
GER,M,40,218.53333333333333,4.316666666666666
GBR,M,40,218.53333333333333,6.816666666666666
SWE,M,50,218.55,1.4
ITA,M,45,218.55,1.6333333333333333
AUT,M,45,218.55,5.15
CHN,M,35,218.55,26.633333333333333
GER,M,50,218.55,4.783333333333333
