Country,Gender,Age,Time,Start Time
NED,M,40,246.75,25.3
POL,M,40,246.75,25.366666666666667
GER,M,50,246.75,23.066666666666666
GER,M,50,246.75,22.566666666666666
FIN,M,50,246.75,24.75
GER,M,35,246.75,21.3
ARG,M,45,246.76666666666668,29.65
GER,M,45,246.76666666666668,45.4
GER,M,45,246.76666666666668,51.43333333333333
IRL,M,40,246.78333333333333,23.516666666666666
GER,M,40,246.78333333333333,55.166666666666664
ITA,M,45,246.8,29.25
GER,M,50,246.8,46.85
GER,M,50,246.8,26.433333333333334
ESP,M,45,246.81666666666666,48.88333333333333
AUT,M,70,246.81666666666666,30.633333333333333
GER,M,35,246.81666666666666,0.35
FRA,M,65,246.81666666666666,26.316666666666666
DEN,M,55,246.81666666666666,2.6666666666666665
GER,M,50,246.83333333333334,26.4
DEN,M,45,246.83333333333334,23.516666666666666
GBR,M,65,246.83333333333334,45.28333333333333
RUS,M,35,246.83333333333334,1.9333333333333333
GER,M,35,246.83333333333334,25.666666666666668
RUS,M,35,246.83333333333334,1.9333333333333333
GER,M,35,246.85,21.783333333333335
GER,M,40,246.85,26.783333333333335
GBR,M,30,246.85,26.683333333333334
CHN,M,50,246.85,20.883333333333333
GER,M,30,246.85,4.25
GBR,M,40,246.85,48.333333333333336
SWE,M,45,246.86666666666667,24.116666666666667
CHN,M,45,246.86666666666667,22.766666666666666
GER,M,45,246.88333333333333,53.38333333333333
NED,M,45,246.88333333333333,27.483333333333334
GER,M,35,246.88333333333333,29.333333333333332
ALG,M,30,246.9,22.366666666666667
GER,M,50,246.9,3.3
GER,M,40,246.9,24.1
GER,M,35,246.9,46.583333333333336
DEN,M,50,246.91666666666666,28.35
GER,M,65,246.91666666666666,6.7
MEX,M,45,246.93333333333334,52.666666666666664
MEX,M,35,246.93333333333334,50.85
GER,M,50,246.93333333333334,28.716666666666665
GER,M,50,246.93333333333334,21.583333333333332
GER,M,50,246.93333333333334,22.266666666666666
GER,M,60,246.95,21.05
BRA,M,45,246.95,27.716666666666665
GER,M,30,246.95,53.766666666666666
NED,M,30,246.95,25.716666666666665
THA,M,45,246.95,46.9
BRA,M,60,246.96666666666667,26.566666666666666
GER,M,55,246.96666666666667,25.783333333333335
GER,M,60,246.96666666666667,20.883333333333333
GER,M,55,246.98333333333332,3.716666666666667
GBR,M,30,246.98333333333332,45.56666666666667
MKD,M,40,246.98333333333332,23.9
GER,M,45,247.01666666666668,26.766666666666666
NOR,M,45,247.01666666666668,24.133333333333333
INA,M,35,247.01666666666668,46.03333333333333
GER,M,55,247.03333333333333,24.45
USA,M,50,247.03333333333333,25.583333333333332
GER,M,30,247.05,27.6
GER,M,55,247.05,3.9166666666666665
GER,M,45,247.05,20.866666666666667
NOR,M,45,247.05,52.45
GER,M,45,247.06666666666666,48.43333333333333
ITA,M,50,247.06666666666666,53.31666666666667
GER,M,40,247.06666666666666,5.516666666666667
DEN,M,30,247.06666666666666,25.183333333333334
POR,M,35,247.08333333333334,25.15
GER,M,45,247.08333333333334,22.533333333333335
GER,M,35,247.08333333333334,31.783333333333335
GER,M,50,247.08333333333334,28.933333333333334
BUL,M,30,247.1,45.983333333333334
NOR,M,50,247.1,30.366666666666667
MEX,M,30,247.1,5.733333333333333
DEN,M,45,247.11666666666667,21.35
BRA,M,45,247.11666666666667,49.85
MAR,M,50,247.11666666666667,7.633333333333334
CHN,M,35,247.13333333333333,27.216666666666665
GER,M,35,247.13333333333333,30.066666666666666
GER,M,50,247.13333333333333,21.666666666666668
GER,M,45,247.15,24.783333333333335
ESP,M,50,247.15,25.983333333333334
IRL,M,40,247.15,28.966666666666665
GER,M,45,247.15,30.233333333333334
GBR,M,30,247.16666666666666,21.0
GER,M,35,247.16666666666666,26.6
BRA,M,55,247.16666666666666,22.25
ESP,M,45,247.18333333333334,24.283333333333335
ARG,M,50,247.18333333333334,29.9
CHN,M,35,247.2,24.016666666666666
GER,M,35,247.2,46.56666666666667
GER,M,50,247.2,26.916666666666668
GER,M,40,247.2,45.95
ISR,M,40,247.2,27.25
CHN,M,45,247.2,30.233333333333334
DEN,M,35,247.2,26.0
GER,M,40,247.21666666666667,54.88333333333333
TUR,M,30,247.21666666666667,25.466666666666665
GER,M,45,247.21666666666667,27.333333333333332
GER,M,35,247.23333333333332,55.95
GER,M,50,247.23333333333332,29.733333333333334
GER,M,50,247.25,0.9666666666666667
NED,M,65,247.25,27.116666666666667
GER,M,55,247.25,26.166666666666668
GER,M,50,247.25,5.65
GER,M,50,247.26666666666668,6.583333333333333
GBR,M,35,247.26666666666668,48.38333333333333
ITA,M,55,247.28333333333333,4.833333333333333
BRA,M,45,247.28333333333333,26.883333333333333
GER,M,45,247.28333333333333,45.4
FRA,M,35,247.28333333333333,45.36666666666667
SUI,M,45,247.28333333333333,27.933333333333334
GER,M,35,247.28333333333333,27.733333333333334
CHN,M,30,247.3,52.4
GER,M,45,247.3,47.93333333333333
GER,M,35,247.31666666666666,22.533333333333335
GER,M,50,247.31666666666666,28.066666666666666
POL,M,55,247.31666666666666,21.966666666666665
DEN,M,45,247.33333333333334,25.483333333333334
SUI,M,35,247.33333333333334,3.55
GER,M,35,247.35,45.85
ESP,M,45,247.35,45.88333333333333
NED,M,55,247.35,22.533333333333335
MEX,M,35,247.36666666666667,1.8333333333333333
NED,M,55,247.36666666666667,25.116666666666667
GER,M,50,247.38333333333333,25.183333333333334
ITA,M,45,247.38333333333333,26.583333333333332
HKG,M,65,247.38333333333333,52.55
DEN,M,35,247.4,45.8
GER,M,45,247.4,48.21666666666667
GER,M,45,247.4,28.683333333333334
GER,M,40,247.41666666666666,45.86666666666667
GER,M,45,247.41666666666666,23.716666666666665
GER,M,35,247.41666666666666,24.933333333333334
FRA,M,55,247.43333333333334,20.516666666666666
GER,M,40,247.43333333333334,27.466666666666665
GBR,M,40,247.43333333333334,52.983333333333334
SIN,M,45,247.43333333333334,25.016666666666666
USA,M,50,247.43333333333334,1.9833333333333334
GER,M,35,247.43333333333334,21.483333333333334
GER,M,45,247.43333333333334,54.766666666666666
SWE,M,30,247.45,50.93333333333333
DEN,M,40,247.45,21.266666666666666
GER,M,45,247.46666666666667,5.6
EGY,M,35,247.46666666666667,30.116666666666667
SLO,M,40,247.46666666666667,48.55
GRE,M,50,247.46666666666667,27.483333333333334
USA,M,55,247.48333333333332,22.316666666666666
GER,M,30,247.48333333333332,25.933333333333334
USA,M,35,247.5,46.11666666666667
GER,M,30,247.5,25.9
AUS,M,40,247.5,2.4166666666666665
NCA,M,30,247.5,54.483333333333334
GER,M,30,247.5,54.85
FRA,M,55,247.51666666666668,48.78333333333333
DEN,M,40,247.51666666666668,25.25
GER,M,60,247.51666666666668,24.516666666666666
DEN,M,45,247.51666666666668,48.71666666666667
GER,M,60,247.51666666666668,26.516666666666666
GER,M,40,247.51666666666668,5.466666666666667
RUS,M,35,247.51666666666668,27.416666666666668
FRA,M,40,247.51666666666668,26.566666666666666
GER,M,50,247.53333333333333,29.483333333333334
ESP,M,35,247.53333333333333,1.9166666666666667
GER,M,75,247.53333333333333,4.416666666666667
GER,M,40,247.53333333333333,3.466666666666667
POL,M,35,247.53333333333333,4.35
GER,M,60,247.53333333333333,5.816666666666666
FRA,M,35,247.53333333333333,1.9333333333333333
DEN,M,35,247.55,22.533333333333335
DEN,M,40,247.55,47.96666666666667
GER,M,40,247.55,1.9333333333333333
BEL,M,50,247.55,20.716666666666665
FRA,M,45,247.56666666666666,20.5
GBR,M,40,247.56666666666666,28.766666666666666
ESP,M,45,247.58333333333334,50.016666666666666
GER,M,35,247.58333333333334,1.8166666666666667
GER,M,40,247.6,27.566666666666666
GER,M,60,247.6,23.933333333333334
BEL,M,40,247.6,21.516666666666666
SWE,M,50,247.6,30.766666666666666
GER,M,45,247.6,3.3666666666666667
GER,M,30,247.6,45.7
MEX,M,35,247.61666666666667,29.616666666666667
CHN,M,40,247.63333333333333,22.616666666666667
NED,M,55,247.63333333333333,25.2
USA,M,55,247.63333333333333,2.433333333333333
GER,M,35,247.63333333333333,47.78333333333333
HKG,M,30,247.63333333333333,45.36666666666667
USA,M,30,247.63333333333333,22.283333333333335
FRA,M,45,247.65,49.3
GER,M,45,247.65,25.683333333333334
GBR,M,50,247.66666666666666,5.35
GER,M,55,247.66666666666666,27.016666666666666
GER,M,35,247.68333333333334,26.083333333333332
GER,M,60,247.68333333333334,26.3
GER,M,35,247.68333333333334,29.2
GER,M,65,247.68333333333334,29.2
GER,M,45,247.68333333333334,27.55
GER,M,30,247.68333333333334,52.45
GER,M,50,247.68333333333334,28.5
NOR,M,35,247.68333333333334,47.71666666666667
GER,M,40,247.7,24.65
NZL,M,35,247.7,21.75
DEN,M,50,247.7,24.15
GER,M,60,247.7,0.2833333333333333
GER,M,40,247.7,46.583333333333336
FRA,M,30,247.7,5.333333333333333
NOR,M,65,247.71666666666667,21.35
GER,M,45,247.71666666666667,22.95
GER,M,35,247.71666666666667,21.7
DEN,M,35,247.71666666666667,26.166666666666668
GER,M,55,247.73333333333332,3.55
GER,M,40,247.73333333333332,28.716666666666665
GER,M,35,247.73333333333332,2.6166666666666667
GER,M,35,247.73333333333332,46.03333333333333
GER,M,55,247.75,27.116666666666667
SWE,M,50,247.75,26.133333333333333
GER,M,30,247.75,25.15
ITA,M,45,247.75,45.833333333333336
MEX,M,35,247.75,30.066666666666666
GER,M,30,247.76666666666668,50.13333333333333
CHN,M,45,247.76666666666668,49.516666666666666
GER,M,30,247.76666666666668,28.316666666666666
FRA,M,45,247.78333333333333,47.916666666666664
IRL,M,40,247.78333333333333,24.2
GER,M,45,247.8,6.9
CAN,M,55,247.8,45.75
GER,M,50,247.8,20.666666666666668
BRA,M,35,247.8,27.783333333333335
SUI,M,30,247.8,22.716666666666665
GER,M,50,247.8,27.183333333333334
GER,M,30,247.81666666666666,23.6
FRA,M,35,247.81666666666666,50.766666666666666
GER,M,35,247.81666666666666,20.666666666666668
USA,M,40,247.81666666666666,26.1
GER,M,50,247.81666666666666,50.15
GER,M,45,247.81666666666666,6.616666666666666
GER,M,50,247.81666666666666,4.616666666666666
GER,M,30,247.83333333333334,48.233333333333334
GER,M,50,247.83333333333334,24.9
GER,M,50,247.83333333333334,46.983333333333334
GER,M,55,247.83333333333334,20.266666666666666
NOR,M,55,247.83333333333334,24.216666666666665
BEL,M,35,247.85,26.316666666666666
GER,M,45,247.85,23.216666666666665
DEN,M,45,247.85,2.316666666666667
GER,M,55,247.85,22.866666666666667
ITA,M,45,247.85,4.1
DEN,M,35,247.85,47.56666666666667
SUI,M,50,247.85,4.1
GER,M,50,247.88333333333333,1.3
CRC,M,35,247.88333333333333,1.1166666666666667
MEX,M,55,247.88333333333333,25.566666666666666
DEN,M,40,247.9,3.316666666666667
ITA,M,50,247.9,27.233333333333334
GER,M,45,247.9,20.45
BRA,M,40,247.9,24.416666666666668
USA,M,50,247.9,22.5
DEN,M,40,247.9,26.5
AUT,M,35,247.91666666666666,24.5
GER,M,30,247.91666666666666,2.466666666666667
GER,M,55,247.93333333333334,49.75
GER,M,50,247.93333333333334,25.5
GER,M,60,247.93333333333334,24.583333333333332
AUT,M,50,247.95,30.65
GER,M,30,247.96666666666667,50.083333333333336
USA,M,40,247.96666666666667,27.216666666666665
GER,M,40,247.96666666666667,45.13333333333333
USA,M,35,247.96666666666667,52.45
POL,M,35,247.98333333333332,27.35
GER,M,60,247.98333333333332,4.666666666666667
CHN,M,40,247.98333333333332,29.716666666666665
AUT,M,40,247.98333333333332,46.9
GER,M,65,248.0,25.583333333333332
INA,M,40,248.0,28.316666666666666
GER,M,30,248.0,48.733333333333334
GER,M,50,248.0,4.266666666666667
HUN,M,40,248.0,27.0
POL,M,40,248.01666666666668,25.7
MEX,M,35,248.01666666666668,20.5
GBR,M,30,248.01666666666668,48.833333333333336
GER,M,50,248.03333333333333,29.416666666666668
GER,M,50,248.03333333333333,22.05
ESP,M,35,248.03333333333333,45.43333333333333
GER,M,50,248.03333333333333,30.183333333333334
GBR,M,30,248.05,28.133333333333333
GER,M,50,248.05,21.266666666666666
AUS,M,50,248.05,23.1
FRA,M,40,248.05,28.25
GER,M,35,248.06666666666666,25.933333333333334
BEL,M,55,248.06666666666666,26.366666666666667
FRA,M,35,248.08333333333334,50.71666666666667
SWE,M,40,248.1,23.066666666666666
GER,M,45,248.1,49.55
GER,M,45,248.1,22.5
GER,M,45,248.1,23.966666666666665
GBR,M,55,248.1,20.433333333333334
NED,M,60,248.11666666666667,46.35
DEN,M,40,248.11666666666667,26.4
DEN,M,40,248.11666666666667,21.583333333333332
FRA,M,40,248.11666666666667,24.333333333333332
GER,M,40,248.11666666666667,20.6
GER,M,35,248.13333333333333,23.166666666666668
SWE,M,50,248.13333333333333,28.666666666666668
GER,M,50,248.13333333333333,3.6166666666666667
GER,M,50,248.13333333333333,3.8833333333333333
GER,M,60,248.13333333333333,46.38333333333333
SIN,M,35,248.13333333333333,51.666666666666664
GER,M,40,248.13333333333333,4.833333333333333
MEX,M,45,248.13333333333333,45.233333333333334
GER,M,50,248.15,28.416666666666668
DEN,M,35,248.15,53.06666666666667
POL,M,40,248.15,26.016666666666666
POL,M,45,248.16666666666666,23.016666666666666
GER,M,35,248.16666666666666,27.683333333333334
GER,M,45,248.16666666666666,47.483333333333334
GRE,M,35,248.18333333333334,45.6
USA,M,60,248.18333333333334,22.5
FRA,M,50,248.2,29.083333333333332
DEN,M,45,248.21666666666667,45.766666666666666
GER,M,35,248.21666666666667,47.28333333333333
MEX,M,40,248.21666666666667,6.133333333333334
GER,M,35,248.21666666666667,46.583333333333336
GER,M,45,248.23333333333332,27.933333333333334
BRA,M,30,248.23333333333332,25.233333333333334
GER,M,45,248.23333333333332,24.333333333333332
POL,M,50,248.26666666666668,21.2
INA,M,40,248.26666666666668,51.3
GER,M,65,248.26666666666668,26.833333333333332
SUI,M,45,248.26666666666668,20.483333333333334
GER,M,30,248.28333333333333,49.583333333333336
GER,M,35,248.28333333333333,5.016666666666667
GER,M,55,248.28333333333333,49.583333333333336
GER,M,45,248.28333333333333,23.716666666666665
DEN,M,55,248.28333333333333,24.766666666666666
CAN,M,40,248.28333333333333,21.483333333333334
GER,M,30,248.28333333333333,48.28333333333333
GER,M,30,248.3,48.266666666666666
GER,M,65,248.3,27.966666666666665
FRA,M,50,248.3,20.75
GER,M,60,248.31666666666666,25.7
GER,M,60,248.33333333333334,20.183333333333334
GER,M,40,248.35,3.533333333333333
GBR,M,60,248.35,27.2
ITA,M,45,248.35,27.966666666666665
GER,M,40,248.36666666666667,21.366666666666667
NED,M,35,248.36666666666667,47.8
GER,M,35,248.36666666666667,27.7
ESP,M,30,248.36666666666667,1.8166666666666667
GER,M,45,248.36666666666667,22.833333333333332
GER,M,35,248.36666666666667,45.5
IND,M,35,248.38333333333333,23.1
BEL,M,60,248.38333333333333,29.933333333333334
GER,M,50,248.38333333333333,5.516666666666667
CHN,M,35,248.4,5.616666666666666
AUT,M,40,248.4,30.633333333333333
GER,M,30,248.4,21.433333333333334
GER,M,40,248.41666666666666,27.3
CZE,M,45,248.41666666666666,1.3
CHN,M,40,248.41666666666666,27.0
GER,M,50,248.41666666666666,4.433333333333334
GER,M,45,248.41666666666666,23.766666666666666
GBR,M,55,248.41666666666666,46.166666666666664
GER,M,55,248.43333333333334,45.55
CHN,M,40,248.43333333333334,21.35
GER,M,55,248.43333333333334,25.95
GER,M,55,248.43333333333334,20.616666666666667
GER,M,30,248.43333333333334,27.983333333333334
GER,M,50,248.45,6.85
GER,M,50,248.45,27.0
GER,M,45,248.45,46.583333333333336
GBR,M,40,248.45,47.416666666666664
GER,M,45,248.46666666666667,26.633333333333333
GER,M,35,248.46666666666667,23.066666666666666
FIN,M,40,248.46666666666667,52.86666666666667
ITA,M,55,248.46666666666667,22.033333333333335
GER,M,30,248.46666666666667,30.966666666666665
CHN,M,35,248.46666666666667,48.266666666666666
GBR,M,35,248.48333333333332,24.983333333333334
ITA,M,50,248.48333333333332,21.066666666666666
GER,M,30,248.48333333333332,26.15
GER,M,45,248.48333333333332,25.283333333333335
GER,M,40,248.48333333333332,50.71666666666667
ITA,M,30,248.48333333333332,54.68333333333333
GER,M,40,248.5,21.55
FIN,M,40,248.5,54.733333333333334
GER,M,40,248.51666666666668,29.05
AUS,M,50,248.51666666666668,20.116666666666667
DEN,M,55,248.51666666666668,23.9
GER,M,35,248.51666666666668,53.93333333333333
AUT,M,50,248.53333333333333,29.65
GER,M,35,248.53333333333333,24.466666666666665
GER,M,30,248.53333333333333,46.45
GBR,M,35,248.53333333333333,23.183333333333334
GER,M,50,248.55,2.15
DEN,M,45,248.55,21.15
GER,M,50,248.55,50.38333333333333
GER,M,40,248.55,48.5
GER,M,45,248.55,22.016666666666666
UAE,M,30,248.55,49.36666666666667
GER,M,55,248.55,26.333333333333332
GER,M,50,248.56666666666666,46.75
GER,M,50,248.56666666666666,46.75
GER,M,35,248.56666666666666,5.75
GER,M,55,248.56666666666666,48.11666666666667
SWE,M,45,248.56666666666666,53.416666666666664
GER,M,50,248.58333333333334,23.35
CRO,M,45,248.58333333333334,30.216666666666665
DEN,M,55,248.58333333333334,21.016666666666666
MAR,M,50,248.58333333333334,22.883333333333333
POR,M,35,248.58333333333334,27.316666666666666
POL,M,35,248.6,21.25
POR,M,35,248.6,27.316666666666666
NOR,M,55,248.6,49.93333333333333
AUS,M,45,248.61666666666667,26.333333333333332
GER,M,30,248.61666666666667,28.65
BRA,M,35,248.61666666666667,4.433333333333334
GER,M,40,248.63333333333333,21.55
POR,M,40,248.63333333333333,49.68333333333333
HKG,M,45,248.63333333333333,28.033333333333335
GER,M,55,248.65,29.833333333333332
GER,M,45,248.65,25.15
RSA,M,45,248.65,23.166666666666668
GER,M,45,248.65,25.7
GER,M,70,248.65,27.8
MEX,M,35,248.66666666666666,46.2
USA,M,55,248.66666666666666,22.8
BRA,M,55,248.66666666666666,2.5
GER,M,55,248.66666666666666,25.183333333333334
NED,M,40,248.66666666666666,28.416666666666668
ESP,M,35,248.68333333333334,52.9
FIN,M,40,248.68333333333334,24.1
GER,M,55,248.68333333333334,28.216666666666665
POL,M,45,248.68333333333334,22.65
IND,M,45,248.68333333333334,49.68333333333333
GER,M,45,248.68333333333334,25.333333333333332
GBR,M,50,248.68333333333334,49.416666666666664
GER,M,45,248.7,48.166666666666664
ARG,M,30,248.7,23.1
IRL,M,50,248.71666666666667,23.0
ITA,M,45,248.71666666666667,3.466666666666667
GER,M,30,248.71666666666667,50.56666666666667
GER,M,50,248.71666666666667,29.95
GER,M,50,248.73333333333332,29.95
GER,M,35,248.73333333333332,52.38333333333333
GER,M,50,248.73333333333332,22.133333333333333
GER,M,50,248.75,29.216666666666665
GER,M,35,248.75,54.31666666666667
GER,M,45,248.75,27.566666666666666
IND,M,30,248.75,51.13333333333333
GER,M,45,248.75,27.033333333333335
GER,M,30,248.76666666666668,47.0
GER,M,45,248.76666666666668,26.883333333333333
GER,M,30,248.76666666666668,47.016666666666666
POR,M,55,248.76666666666668,28.45
HKG,M,35,248.78333333333333,29.166666666666668
ITA,M,35,248.78333333333333,2.65
GER,M,35,248.78333333333333,23.183333333333334
GER,M,45,248.78333333333333,47.1
RUS,M,35,248.78333333333333,46.81666666666667
GER,M,50,248.78333333333333,27.333333333333332
GER,M,40,248.78333333333333,24.6
GER,M,45,248.8,52.93333333333333
SUI,M,35,248.8,50.766666666666666
MEX,M,35,248.81666666666666,47.28333333333333
ESP,M,35,248.81666666666666,45.05
GER,M,30,248.81666666666666,50.9
GER,M,40,248.81666666666666,51.28333333333333
MEX,M,35,248.81666666666666,5.75
GER,M,55,248.81666666666666,29.1
GER,M,40,248.83333333333334,48.5
HKG,M,45,248.83333333333334,28.883333333333333
ESP,M,45,248.85,50.0
GER,M,35,248.85,51.55
CZE,M,50,248.85,26.45
NED,M,35,248.85,29.566666666666666
ECU,M,50,248.85,23.833333333333332
DEN,M,35,248.85,24.45
GER,M,40,248.85,21.366666666666667
USA,M,50,248.85,52.81666666666667
GER,M,45,248.86666666666667,21.966666666666665
GER,M,45,248.86666666666667,4.133333333333334
RUS,M,40,248.86666666666667,21.65
COL,M,50,248.86666666666667,23.333333333333332
SLO,M,35,248.88333333333333,5.733333333333333
GER,M,50,248.88333333333333,24.066666666666666
GER,M,35,248.88333333333333,47.18333333333333
GER,M,35,248.88333333333333,26.416666666666668
NED,M,40,248.9,50.05
GER,M,50,248.9,53.916666666666664
GER,M,60,248.9,24.25
RSA,M,30,248.9,47.05
NED,M,40,248.91666666666666,21.216666666666665
GER,M,45,248.91666666666666,29.783333333333335
ISR,M,50,248.91666666666666,24.783333333333335
GER,M,50,248.93333333333334,20.316666666666666
DEN,M,50,248.93333333333334,21.45
CHN,M,40,248.93333333333334,24.616666666666667
GER,M,45,248.93333333333334,26.416666666666668
BRA,M,45,248.95,24.25
GER,M,50,248.96666666666667,23.6
GBR,M,45,248.96666666666667,24.6
ITA,M,50,248.96666666666667,25.483333333333334
GER,M,45,248.96666666666667,25.55
BRA,M,30,248.96666666666667,54.21666666666667
FRA,M,55,248.98333333333332,21.066666666666666
GER,M,35,248.98333333333332,30.483333333333334
CHN,M,35,248.98333333333332,50.71666666666667
GER,M,35,248.98333333333332,56.35
HKG,M,50,248.98333333333332,22.166666666666668
GER,M,30,248.98333333333332,46.6
GER,M,50,249.0,27.316666666666666
GER,M,40,249.0,25.633333333333333
BRA,M,40,249.0,24.166666666666668
AUT,M,45,249.0,27.6
GER,M,35,249.0,26.216666666666665
FRA,M,35,249.0,54.2
CAN,M,45,249.0,54.78333333333333
GER,M,60,249.01666666666668,23.45
GER,M,50,249.03333333333333,23.483333333333334
GER,M,45,249.03333333333333,29.3
GER,M,45,249.03333333333333,0.7
FRA,M,45,249.03333333333333,22.566666666666666
GER,M,50,249.03333333333333,27.083333333333332
GER,M,50,249.05,27.066666666666666
GER,M,30,249.05,49.03333333333333
DEN,M,45,249.05,28.133333333333333
RUS,M,35,249.05,29.35
SUI,M,35,249.05,22.7
FRA,M,50,249.06666666666666,49.733333333333334
GER,M,45,249.06666666666666,25.833333333333332
SUI,M,40,249.08333333333334,29.866666666666667
GER,M,40,249.08333333333334,46.583333333333336
GER,M,35,249.08333333333334,49.71666666666667
ITA,M,45,249.08333333333334,45.333333333333336
ESP,M,40,249.08333333333334,29.6
MAR,M,45,249.1,22.833333333333332
USA,M,45,249.1,30.866666666666667
DEN,M,35,249.1,20.183333333333334
GER,M,50,249.11666666666667,24.983333333333334
NOR,M,55,249.11666666666667,22.616666666666667
GBR,M,35,249.13333333333333,24.933333333333334
GER,M,30,249.15,6.716666666666667
GER,M,50,249.15,45.56666666666667
GBR,M,35,249.16666666666666,24.983333333333334
GER,M,40,249.16666666666666,24.633333333333333
SLO,M,50,249.16666666666666,24.55
CAN,M,50,249.16666666666666,2.5166666666666666
GBR,M,55,249.16666666666666,48.28333333333333
JPN,M,30,249.16666666666666,49.916666666666664
GER,M,35,249.16666666666666,48.2
GER,M,45,249.18333333333334,25.516666666666666
ESP,M,50,249.18333333333334,29.266666666666666
USA,M,55,249.18333333333334,45.983333333333334
IND,M,40,249.18333333333334,28.25
JPN,M,35,249.18333333333334,52.11666666666667
DEN,M,40,249.2,25.6
AUT,M,45,249.2,22.683333333333334
SWE,M,40,249.2,52.61666666666667
FRA,M,50,249.2,23.016666666666666
GER,M,35,249.2,29.483333333333334
GER,M,50,249.2,26.233333333333334
GER,M,55,249.2,4.6
GER,M,50,249.2,22.383333333333333
CHN,M,45,249.21666666666667,28.25
GER,M,50,249.21666666666667,28.35
GBR,M,30,249.23333333333332,30.766666666666666
THA,M,35,249.23333333333332,49.1
GER,M,50,249.23333333333332,3.25
GER,M,60,249.25,26.55
GER,M,50,249.25,24.716666666666665
GER,M,40,249.26666666666668,51.416666666666664
MEX,M,30,249.28333333333333,3.1166666666666667
GBR,M,30,249.28333333333333,52.86666666666667
GER,M,45,249.3,27.483333333333334
GER,M,60,249.3,27.95
GBR,M,55,249.31666666666666,21.95
GBR,M,60,249.31666666666666,29.866666666666667
DEN,M,65,249.31666666666666,29.866666666666667
GER,M,50,249.31666666666666,45.083333333333336
FRA,M,30,249.31666666666666,27.2
DEN,M,35,249.31666666666666,26.0
GER,M,35,249.31666666666666,22.95
BRA,M,40,249.33333333333334,4.766666666666667
GER,M,60,249.33333333333334,28.183333333333334
GER,M,30,249.33333333333334,20.6
GER,M,35,249.33333333333334,29.966666666666665
GER,M,40,249.35,22.133333333333333
ESP,M,45,249.35,29.866666666666667
FRA,M,40,249.36666666666667,22.8
NGR,M,45,249.36666666666667,48.166666666666664
GER,M,60,249.36666666666667,22.9
GER,M,40,249.38333333333333,48.56666666666667
GER,M,40,249.38333333333333,21.766666666666666
ITA,M,45,249.38333333333333,30.333333333333332
NED,M,50,249.4,45.63333333333333
GER,M,55,249.4,6.25
GER,M,35,249.4,28.633333333333333
DEN,M,30,249.4,26.366666666666667
TUR,M,55,249.41666666666666,22.15
GER,M,60,249.43333333333334,20.2
GER,M,55,249.45,4.416666666666667
FIN,M,30,249.45,23.166666666666668
BRA,M,35,249.45,54.18333333333333
AUT,M,35,249.45,46.03333333333333
GER,M,45,249.46666666666667,23.466666666666665
GER,M,30,249.46666666666667,22.916666666666668
GER,M,30,249.46666666666667,47.35
GER,M,40,249.46666666666667,26.216666666666665
GER,M,40,249.46666666666667,23.533333333333335
GER,M,35,249.48333333333332,47.06666666666667
GER,M,50,249.48333333333332,29.05
GER,M,35,249.5,48.333333333333336
DEN,M,55,249.51666666666668,24.0
GER,M,75,249.51666666666668,45.63333333333333
GER,M,30,249.51666666666668,25.933333333333334
ESP,M,35,249.51666666666668,47.71666666666667
BRA,M,35,249.53333333333333,49.483333333333334
GER,M,50,249.53333333333333,24.183333333333334
NGR,M,35,249.53333333333333,47.06666666666667
GER,M,35,249.53333333333333,22.8
GER,M,35,249.53333333333333,49.016666666666666
GER,M,40,249.53333333333333,45.53333333333333
CHN,M,45,249.55,24.416666666666668
GER,M,30,249.55,48.0
HKG,M,45,249.55,26.266666666666666
BRA,M,45,249.55,26.233333333333334
NOR,M,40,249.56666666666666,53.916666666666664
USA,M,45,249.58333333333334,27.983333333333334
GBR,M,45,249.58333333333334,48.06666666666667
IRL,M,40,249.6,2.95
FRA,M,55,249.6,20.516666666666666
FRA,M,40,249.6,5.566666666666666
IRL,M,35,249.6,27.233333333333334
GER,M,60,249.6,24.566666666666666
DEN,M,50,249.6,50.36666666666667
CHN,M,45,249.61666666666667,22.5
GER,M,45,249.61666666666667,3.816666666666667
USA,M,35,249.61666666666667,25.033333333333335
GBR,M,35,249.61666666666667,22.816666666666666
GER,M,40,249.63333333333333,3.566666666666667
GER,M,35,249.65,25.916666666666668
DEN,M,40,249.65,23.866666666666667
ISL,M,50,249.65,21.95
GER,M,40,249.65,28.383333333333333
GER,M,30,249.66666666666666,29.95
ARG,M,40,249.66666666666666,2.4
DEN,M,45,249.66666666666666,29.883333333333333
USA,M,50,249.66666666666666,27.183333333333334
BRA,M,40,249.66666666666666,48.15
GER,M,35,249.68333333333334,45.65
GER,M,30,249.68333333333334,26.916666666666668
KOR,M,65,249.68333333333334,27.95
FRA,M,50,249.68333333333334,23.633333333333333
DEN,M,40,249.68333333333334,25.333333333333332
BRA,M,30,249.68333333333334,48.833333333333336
UKR,M,50,249.68333333333334,26.716666666666665
GBR,M,50,249.7,28.483333333333334
GER,M,35,249.7,47.53333333333333
CHN,M,45,249.7,25.616666666666667
FRA,M,30,249.7,54.266666666666666
GER,M,50,249.71666666666667,25.333333333333332
POR,M,50,249.71666666666667,24.683333333333334
USA,M,35,249.71666666666667,48.416666666666664
FRA,M,50,249.71666666666667,22.716666666666665
GER,M,50,249.71666666666667,5.083333333333333
